,level_0,index,Model,Params,MSE,Dataset 
2385,220,220,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2386,1420,1420,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2387,3220,3220,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2388,2140,2140,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2389,3780,3780,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2390,1460,1460,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2391,460,460,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2392,180,180,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2393,700,700,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2394,3180,3180,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2395,2020,2020,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2396,1500,1500,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2397,2740,2740,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2398,2940,2940,Lasso LARS Regression,"{'alpha': 4.75, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524363186.94447,CO2
2399,2859,2859,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2400,3339,3339,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2401,2459,2459,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2402,2819,2819,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2403,3619,3619,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2404,3779,3779,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2405,2739,2739,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2406,2699,2699,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2407,2659,2659,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2408,2779,2779,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2409,3019,3019,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2410,2899,2899,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2411,2539,2539,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2412,3379,3379,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2413,3299,3299,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2414,3979,3979,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2415,3699,3699,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2416,3939,3939,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2417,3259,3259,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2418,3219,3219,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2419,3419,3419,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2420,3819,3819,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2421,3179,3179,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2422,3139,3139,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2423,3459,3459,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2424,2499,2499,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2425,2579,2579,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2426,3099,3099,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2427,3499,3499,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2428,3059,3059,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2429,3659,3659,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2430,3739,3739,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2431,3899,3899,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2432,3539,3539,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2433,2619,2619,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2434,2979,2979,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2435,2939,2939,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2436,3579,3579,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2437,3859,3859,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2438,2099,2099,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2439,1859,1859,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2440,939,939,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2441,339,339,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2442,1379,1379,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2443,2019,2019,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2444,299,299,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2445,2179,2179,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2446,1339,1339,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2447,1419,1419,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2448,259,259,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2449,1459,1459,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2450,899,899,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2451,499,499,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2452,219,219,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2453,1499,1499,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2454,2299,2299,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2455,859,859,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2456,979,979,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2457,379,379,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2458,1139,1139,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2459,1059,1059,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2460,1179,1179,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2461,459,459,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2462,2139,2139,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2463,1219,1219,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2464,1299,1299,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2465,1019,1019,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2466,2059,2059,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2467,419,419,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2468,539,539,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2469,1259,1259,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2470,699,699,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2471,2419,2419,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2472,2339,2339,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2473,1979,1979,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2474,1099,1099,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2475,579,579,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2476,1819,1819,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2477,659,659,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2478,1779,1779,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2479,19,19,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2480,2259,2259,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2481,1899,1899,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2482,739,739,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2483,59,59,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2484,1739,1739,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2485,1699,1699,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2486,619,619,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2487,2379,2379,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2488,1939,1939,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2489,99,99,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2490,1659,1659,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2491,2219,2219,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
